"ensembl","symbol","direction","program_rank","baseMean","log2FoldChange","stat","pvalue","padj","scrna_grade_rho","scrna_grade_p","scrna_grade_fdr","scrna_mean_count_tumor","scrna_mean_count_other","scrna_pct_tumor","scrna_pct_other","scrna_tumor_specificity_log2","aligned_scrna_grade","recovered_GSE16581","recovered_GSE74385","discovery_strength","internal_evidence_score"
"ENSG00000163462","TRIM46","up_in_WHO_II_vs_I",83,85.4104099659613,1.2230267087238,4.79238868024133,1.64807220795689e-06,7.96712536653198e-05,0.568832366728466,0.0214796119708277,0.0656780442954155,0.0179734233166474,0.0022889997830332,0.0171089142044425,0.00223475808201345,1.18668932023433,TRUE,TRUE,TRUE,0.587939698492462,6.17587939698492
"ENSG00000154920","EME1","up_in_WHO_II_vs_I",84,45.4921008837302,1.00518045455269,4.78460705848563,1.71322162662804e-06,8.21694611684373e-05,0.830878737917985,6.70022424070621e-05,0.00106533565427229,0.0139855264442182,0.00284226513343458,0.0121728460476596,0.00275547841180299,0.900884681404763,TRUE,TRUE,TRUE,0.582914572864322,6.16582914572864
"ENSG00000071539","TRIP13","up_in_WHO_II_vs_I",86,77.6158119004068,1.00366367974164,4.77167252944345,1.82702382495034e-06,8.63758138670717e-05,0.619963365984958,0.0104129160610913,0.0352266734832665,0.0301741567550232,0.00596658711217184,0.0232999149434583,0.00548926014319809,1.33121177548686,TRUE,TRUE,TRUE,0.57286432160804,6.14572864321608
"ENSG00000100003","SEC14L2","down_in_WHO_II_vs_I",87,686.113940589433,-1.43334551751268,-5.37530803904386,7.64518643258724e-08,7.60925980461456e-06,-0.709442614683818,0.0020842763086994,0.0106903204220389,0.156755023216253,0.0129529182035149,0.115704784081877,0.0116294206986331,2.86098072809746,TRUE,TRUE,TRUE,0.5678391959799,6.1356783919598
"ENSG00000095587","TLL2","down_in_WHO_II_vs_I",89,114.008930677542,-1.82296053749094,-5.33534253865177,9.53643555188283e-08,8.99694041439257e-06,-0.600789241263774,0.0138487728674097,0.0449378548146559,0.0206924439114854,0.00101974397917119,0.0186845517799127,0.00098719895855934,1.47702853658023,TRUE,TRUE,TRUE,0.557788944723618,6.11557788944724
"ENSG00000117298","ECE1","down_in_WHO_II_vs_I",90,4487.13318257182,-1.25982077674181,-5.33601680819105,9.50105982920236e-08,8.99694041439257e-06,-0.747790864126186,0.000866238764968336,0.00573883181791523,0.334913618807256,0.106064222174007,0.218190944964234,0.0728466044695162,1.57131177709851,TRUE,TRUE,TRUE,0.552763819095477,6.10552763819095
"ENSG00000162073","PAQR4","up_in_WHO_II_vs_I",92,134.541717332341,1.10035043515795,4.71217950487864,2.4508134472475e-06,0.000107719571990598,0.773356363754432,0.00044149062111059,0.00350985043782919,0.035389098818969,0.0137339986981992,0.0254890751146869,0.0128986765024951,0.935390658559082,TRUE,TRUE,TRUE,0.542713567839196,6.08542713567839
"ENSG00000166803","PCLAF","up_in_WHO_II_vs_I",94,81.4206939154184,1.30316734553184,4.68746752903151,2.76606571185053e-06,0.000117626556716129,0.837270112825046,5.20925676329948e-05,0.00106533565427229,0.470725211595577,0.0251789976133652,0.0920562767544655,0.0140486005641137,3.77242618697851,TRUE,TRUE,TRUE,0.532663316582915,6.06532663316583
"ENSG00000156509","FBXO43","up_in_WHO_II_vs_I",98,16.5370924094863,1.03988347494683,4.67202850460412,2.98239557280138e-06,0.000122607022965709,0.773356363754432,0.00044149062111059,0.00350985043782919,0.0137903147092042,0.000726838793664569,0.0103880530418171,0.000661748752440877,1.14999470845252,TRUE,TRUE,TRUE,0.512562814070352,6.0251256281407
"ENSG00000101448","EPPIN","up_in_WHO_II_vs_I",3,93.5456117200761,3.02240959378686,7.6377156526735,2.21109500834974e-14,6.50430448289548e-11,-0.532051282051282,0.0338885778085624,0.0929014460614037,0.0176945494094845,0.000379691907138208,0.0153101775032419,0.000347146886526361,1.41583844417217,FALSE,TRUE,TRUE,0.989949748743719,5.97989949748744
